timestamp,sequence,bid_px_00,bid_sz_00,bid_px_01,bid_sz_01,bid_px_02,bid_sz_02,bid_px_03,bid_sz_03,bid_px_04,bid_sz_04,bid_px_05,bid_sz_05,bid_px_06,bid_sz_06,bid_px_07,bid_sz_07,bid_px_08,bid_sz_08,bid_px_09,bid_sz_09,ask_px_00,ask_sz_00,ask_px_01,ask_sz_01,ask_px_02,ask_sz_02,ask_px_03,ask_sz_03,ask_px_04,ask_sz_04,ask_px_05,ask_sz_05,ask_px_06,ask_sz_06,ask_px_07,ask_sz_07,ask_px_08,ask_sz_08,ask_px_09,ask_sz_09
2025-07-17T11:00:08.257076085Z,10676336,9.84,100,9.79,100,,,,,,,,,,,,,,,,,21.47,200,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260421351Z,10824633,9.84,100,9.79,100,,,,,,,,,,,,,,,,,21.47,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260445703Z,10824634,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,21.47,100,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260693130Z,10824635,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:01:05.260709480Z,10824636,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.691461161Z,14213017,9.84,100,,,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.691465204Z,14213018,9.84,100,,,,,,,,,,,,,,,,,,,17.36,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.694767820Z,14213075,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:26.694772016Z,14213076,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.445937099Z,14219824,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.445951937Z,14219825,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.93,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446066952Z,14219826,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446084801Z,14219827,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446191769Z,14219828,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446213519Z,14219829,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,17.85,100,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446378732Z,14219830,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:56:30.446558412Z,14219831,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:57:30.222822537Z,14325877,9.79,100,,,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T11:57:30.222823580Z,14325878,9.79,100,,,,,,,,,,,,,,,,,,,17.44,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:57:30.223986626Z,14325937,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.44,100,,,,,,,,,,,,,,,,,,
2025-07-17T11:57:30.223991040Z,14325938,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,,,,,,,,,,,,,,,,
2025-07-17T12:30:01.317842911Z,16864046,9.84,100,9.79,100,,,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,100,,,,,,,,,,,,,,
2025-07-17T12:30:03.426300621Z,16882670,9.84,100,9.79,100,7.74,100,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,100,,,,,,,,,,,,,,
2025-07-17T12:30:03.426301523Z,16882671,9.84,100,9.79,100,7.74,100,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,200,,,,,,,,,,,,,,
2025-07-17T12:30:03.604533925Z,16886020,9.84,100,9.79,100,7.74,200,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,200,,,,,,,,,,,,,,
2025-07-17T12:30:51.178228608Z,17120703,9.84,100,9.79,100,7.74,200,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,300,,,,,,,,,,,,,,
2025-07-17T12:30:51.642959794Z,17122998,9.84,100,9.79,100,7.74,300,,,,,,,,,,,,,,,17.36,100,17.44,100,20.48,300,,,,,,,,,,,,,,
2025-07-17T13:15:00.032446132Z,23080007,9.84,100,9.79,100,7.74,300,,,,,,,,,,,,,,,17.36,100,20.48,300,,,,,,,,,,,,,,,,
2025-07-17T13:15:00.032483824Z,23080041,9.84,100,7.74,300,,,,,,,,,,,,,,,,,17.36,100,20.48,300,,,,,,,,,,,,,,,,
2025-07-17T13:15:00.058314138Z,23101369,9.84,100,7.74,300,,,,,,,,,,,,,,,,,20.48,300,,,,,,,,,,,,,,,,,,
2025-07-17T13:15:00.058371545Z,23101396,7.74,300,,,,,,,,,,,,,,,,,,,20.48,300,,,,,,,,,,,,,,,,,,
2025-07-17T13:15:01.925073727Z,23123943,7.74,400,,,,,,,,,,,,,,,,,,,20.48,300,,,,,,,,,,,,,,,,,,
2025-07-17T13:15:02.042741730Z,23124563,7.74,400,,,,,,,,,,,,,,,,,,,20.48,400,,,,,,,,,,,,,,,,,,
2025-07-17T13:17:49.831164624Z,23465434,7.74,500,,,,,,,,,,,,,,,,,,,20.48,400,,,,,,,,,,,,,,,,,,
2025-07-17T13:17:49.831544051Z,23465435,7.74,500,,,,,,,,,,,,,,,,,,,20.48,500,,,,,,,,,,,,,,,,,,
2025-07-17T13:19:57.597203040Z,23710201,8.74,100,7.74,500,,,,,,,,,,,,,,,,,20.48,500,,,,,,,,,,,,,,,,,,
2025-07-17T13:19:57.597291053Z,23710202,8.74,100,7.74,500,,,,,,,,,,,,,,,,,18.35,100,20.48,500,,,,,,,,,,,,,,,,
2025-07-17T13:19:58.492619751Z,23728432,8.74,100,7.74,500,,,,,,,,,,,,,,,,,18.24,100,18.35,100,20.48,500,,,,,,,,,,,,,,
2025-07-17T13:19:58.492634480Z,23728435,9.24,100,8.74,100,7.74,500,,,,,,,,,,,,,,,18.24,100,18.35,100,20.48,500,,,,,,,,,,,,,,
2025-07-17T13:20:00.525263842Z,23765825,9.24,100,8.74,100,7.74,500,,,,,,,,,,,,,,,18.35,100,20.48,500,,,,,,,,,,,,,,,,
2025-07-17T13:20:00.525264700Z,23765826,8.74,100,7.74,500,,,,,,,,,,,,,,,,,18.35,100,20.48,500,,,,,,,,,,,,,,,,
2025-07-17T13:25:00.157467184Z,24448205,7.74,500,,,,,,,,,,,,,,,,,,,18.35,100,20.48,500,,,,,,,,,,,,,,,,
2025-07-17T13:25:00.157473422Z,24448207,7.74,500,,,,,,,,,,,,,,,,,,,20.48,500,,,,,,,,,,,,,,,,,,
2025-07-17T13:25:01.732320109Z,24478872,7.74,600,,,,,,,,,,,,,,,,,,,20.48,500,,,,,,,,,,,,,,,,,,
2025-07-17T13:25:01.819282823Z,24480276,7.74,600,,,,,,,,,,,,,,,,,,,20.48,600,,,,,,,,,,,,,,,,,,
2025-07-17T13:28:08.191915168Z,25597187,7.74,700,,,,,,,,,,,,,,,,,,,20.48,600,,,,,,,,,,,,,,,,,,
2025-07-17T13:28:08.191982270Z,25597189,7.74,700,,,,,,,,,,,,,,,,,,,20.48,700,,,,,,,,,,,,,,,,,,
2025-07-17T13:28:21.011249114Z,25907820,7.74,700,,,,,,,,,,,,,,,,,,,18.32,700,20.48,700,,,,,,,,,,,,,,,,
2025-07-17T13:28:21.028865155Z,25917006,9.29,700,7.74,700,,,,,,,,,,,,,,,,,18.32,700,20.48,700,,,,,,,,,,,,,,,,
2025-07-17T13:28:30.048730211Z,26140646,9.67,100,9.29,700,7.74,700,,,,,,,,,,,,,,,18.32,700,20.48,700,,,,,,,,,,,,,,,,
2025-07-17T13:28:30.048741690Z,26140658,9.67,100,9.29,700,7.74,700,,,,,,,,,,,,,,,17.60,100,18.32,700,20.48,700,,,,,,,,,,,,,,
2025-07-17T13:28:30.051894007Z,26142104,9.99,100,9.67,100,9.29,700,7.74,700,,,,,,,,,,,,,17.60,100,18.32,700,20.48,700,,,,,,,,,,,,,,
2025-07-17T13:28:30.051907073Z,26142118,9.99,100,9.67,100,9.29,700,7.74,700,,,,,,,,,,,,,17.12,100,17.60,100,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.256853564Z,26170917,9.99,100,9.67,200,9.29,700,7.74,700,,,,,,,,,,,,,17.12,100,17.60,100,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.256865858Z,26170918,9.99,100,9.67,200,9.29,700,7.74,700,,,,,,,,,,,,,17.12,100,17.60,200,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.277457031Z,26171531,9.99,200,9.67,200,9.29,700,7.74,700,,,,,,,,,,,,,17.12,100,17.60,200,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.277470320Z,26171533,9.99,200,9.67,200,9.29,700,7.74,700,,,,,,,,,,,,,17.12,200,17.60,200,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.613317490Z,26182390,9.99,200,9.67,200,9.29,700,9.13,100,7.74,700,,,,,,,,,,,17.12,200,17.60,200,18.32,700,20.48,700,,,,,,,,,,,,
2025-07-17T13:28:30.613329849Z,26182393,9.99,200,9.67,200,9.29,700,9.13,100,7.74,700,,,,,,,,,,,17.12,200,17.60,200,18.32,700,18.40,100,20.48,700,,,,,,,,,,
2025-07-17T13:28:41.476711173Z,26518296,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,17.12,200,17.60,200,18.32,700,18.40,100,20.48,700,,,,,,,,,,
2025-07-17T13:28:41.476722715Z,26518297,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,17.12,200,17.60,200,18.32,700,18.40,100,20.32,100,20.48,700,,,,,,,,
2025-07-17T13:28:46.014739305Z,26613800,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,20.32,100,20.48,700,,,,,,
2025-07-17T13:28:46.014802018Z,26613836,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,20.32,100,20.48,600,,,,,,
2025-07-17T13:28:46.014802018Z,26613836,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,100,20.32,100,20.48,600,,,,
2025-07-17T13:28:46.014803011Z,26613837,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,100,20.32,100,20.48,500,,,,
2025-07-17T13:28:46.014803011Z,26613837,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,200,20.32,100,20.48,500,,,,
2025-07-17T13:28:46.014804158Z,26613838,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,200,20.32,100,20.48,400,,,,
2025-07-17T13:28:46.014804158Z,26613838,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,300,20.32,100,20.48,400,,,,
2025-07-17T13:28:46.014804564Z,26613839,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,300,20.32,100,20.48,300,,,,
2025-07-17T13:28:46.014804564Z,26613839,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,400,20.32,100,20.48,300,,,,
2025-07-17T13:28:46.014805680Z,26613840,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,400,20.32,100,20.48,200,,,,
2025-07-17T13:28:46.014805680Z,26613840,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,500,20.32,100,20.48,200,,,,
2025-07-17T13:28:46.014805841Z,26613841,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,500,20.32,100,20.48,100,,,,
2025-07-17T13:28:46.014805841Z,26613841,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,600,20.32,100,20.48,100,,,,
2025-07-17T13:28:46.014807086Z,26613842,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,600,20.32,100,,,,,,
2025-07-17T13:28:46.014807086Z,26613842,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,700,20.32,100,,,,,,
2025-07-17T13:28:46.015523291Z,26614152,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,17.12,200,17.60,200,18.32,700,18.40,100,19.58,700,20.32,100,,,,,,
2025-07-17T13:28:46.015525315Z,26614155,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,17.12,200,17.60,200,18.32,700,18.40,100,19.58,700,20.32,100,,,,
2025-07-17T13:28:46.017209641Z,26614961,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,17.12,100,17.60,200,18.32,700,18.40,100,19.58,700,20.32,100,,,,
2025-07-17T13:28:46.017209641Z,26614961,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,100,17.12,100,17.60,200,18.32,700,18.40,100,19.58,700,20.32,100,,
2025-07-17T13:28:46.017260228Z,26614991,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,100,17.12,100,17.60,100,18.32,700,18.40,100,19.58,700,20.32,100,,
2025-07-17T13:28:46.017260228Z,26614991,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,100,16.83,100,17.12,100,17.60,100,18.32,700,18.40,100,19.58,700,20.32,100
2025-07-17T13:28:46.017531156Z,26615138,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,100,16.83,100,17.60,100,18.32,700,18.40,100,19.58,700,20.32,100,,
2025-07-17T13:28:46.017531156Z,26615138,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,100,17.60,100,18.32,700,18.40,100,19.58,700,20.32,100,,
2025-07-17T13:28:46.017657609Z,26615203,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,100,18.32,700,18.40,100,19.58,700,20.32,100,,,,
2025-07-17T13:28:46.017657609Z,26615203,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,200,18.32,700,18.40,100,19.58,700,20.32,100,,,,
2025-07-17T13:28:46.017721028Z,26615230,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,200,18.32,700,19.58,700,20.32,100,,,,,,
2025-07-17T13:28:46.017721028Z,26615230,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,200,17.60,100,18.32,700,19.58,700,20.32,100,,,,
2025-07-17T13:28:46.017837874Z,26615283,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,200,17.60,100,18.32,700,19.58,700,,,,,,
2025-07-17T13:28:46.017837874Z,26615283,10.18,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,,,15.30,100,16.11,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,,,
2025-07-17T13:28:46.022095254Z,26616844,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,15.30,100,16.11,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,,,
2025-07-17T13:28:46.022822832Z,26617168,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025816567Z,26618403,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,700,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025870563Z,26618436,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,7.84,100,7.74,600,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025870563Z,26618436,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,100,7.84,100,7.74,600,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025872146Z,26618438,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,100,7.84,100,7.74,500,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025872146Z,26618438,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,200,7.84,100,7.74,500,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025873388Z,26618439,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,200,7.84,100,7.74,400,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025873388Z,26618439,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,300,7.84,100,7.74,400,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025874774Z,26618441,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,300,7.84,100,7.74,300,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025874774Z,26618441,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,400,7.84,100,7.74,300,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025875041Z,26618442,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,400,7.84,100,7.74,200,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025875041Z,26618442,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,500,7.84,100,7.74,200,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025875401Z,26618443,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,500,7.84,100,7.74,100,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025875401Z,26618443,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,600,7.84,100,7.74,100,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025877502Z,26618447,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,600,7.84,100,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.025877502Z,26618447,11.76,100,10.18,700,10.05,700,9.99,200,9.67,200,9.29,700,9.13,100,8.47,700,7.84,100,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.027560174Z,26619144,11.76,100,10.18,700,10.05,700,9.99,100,9.67,200,9.29,700,9.13,100,8.47,700,7.84,100,,,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
2025-07-17T13:28:46.027560174Z,26619144,11.76,100,10.93,100,10.18,700,10.05,700,9.99,100,9.67,200,9.29,700,9.13,100,8.47,700,7.84,100,15.30,100,16.11,700,16.30,700,16.38,200,16.83,200,17.60,100,18.32,700,19.44,100,19.58,700,,
